Address,Town,DOR_Code,Total_Area,Year_Built,Remodel_Year,Quality,Condition,Architecture,Bedrooms,Bathrooms,Total_Rooms,Foundation,Garage_Stalls,Land_Value,Improvements_Value,Permanent_Crop_Value,Total_Value,Total_Acres,Data_Link,,,
940 SE GLEN ECHO RD,PULLMAN,11 - Residential - Single Family,1698,1978,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,108525,285875,0,394400,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915207&parcelNumber=111600000210000&typeID=1,,,
810 NW PALOUSE VIEW CT,PULLMAN,11 - Residential - Single Family,2060,2007,,3.0 - Average,3.0 - Average,Conventional,4,2.5,3,Concrete,2,64740,329795,0,394535,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917685&parcelNumber=114290006090000&typeID=1,,,
555 SW UMATILLA COURT,PULLMAN,11 - Residential - Single Family,1367,2022,,6.0 - Excellent,6.0 - Excellent,Conventional,3,2,,Concrete,2,92100,302509,0,394609,0.29207,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944305&parcelNumber=112210001070000&typeID=1,,,
1705 SW VIEW DR,PULLMAN,11 - Residential - Single Family,1408,1984,,3.0 - Average,3.0 - Average,Conventional,3,3,,Concrete,2,162750,231920,0,394670,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917970&parcelNumber=115420014000000&typeID=1,,,
703 MAIN ST,LEWISTON,58 - Trade - Eating & Drinkin,1397,1971,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,56500,338450,0,394950,0.12971,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914661&parcelNumber=110650016030000&typeID=1,,,
470 NW THOMAS ST,PULLMAN,11 - Residential - Single Family,1114,1967,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,,Concrete,1,66000,329052,0,395052,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913793&parcelNumber=109500008090000&typeID=1,,,
420 NW LARRY ST,PULLMAN,11 - Residential - Single Family,1196,1969,,3.5 - Average/Good,3.0 - Average,Conventional,4,2,,Concrete,1,66000,329119,0,395119,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913923&parcelNumber=109550022050000&typeID=1,,,
435 SE CRESTVIEW ST,PULLMAN,11 - Residential - Single Family,1783,1960,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,64500,330700,0,395200,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915832&parcelNumber=112109903040000&typeID=1,,,
1100 SE SPRING ST,PULLMAN,11 - Residential - Single Family,1871,1959,,3.0 - Average,3.0 - Average,Conventional,5,3,,Concrete,2,81000,314308,0,395308,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915828&parcelNumber=112109902070000&typeID=1,,,
710 SOUTH F ST,COLFAX,11 - Residential - Single Family,1524,1941,,3.0 - Average,3.0 - Average,Conventional,3,3,,Concrete,1,20930,374476,0,395406,0.36501,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907888&parcelNumber=100800001000000&typeID=1,,,
300 SE GRANT STREET,PULLMAN,11 - Residential - Single Family,1716,1963,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,51000,344559,0,395559,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916635&parcelNumber=112800001040000&typeID=1,,,
740 SW CENTER,PULLMAN,11 - Residential - Single Family,1406,2006,,4.0 - Good,4.5 - Good/Very Good,Conventional,4,3,4,Concrete,2,63863,331918,0,395781,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918383&parcelNumber=115660000060000&typeID=1,,,
510 NW JAYCEE COURT,PULLMAN,11 - Residential - Single Family,1044,2019,,4.5 - Good/Very Good,4.0 - Good,Conventional,4,3.5,,Concrete,2,120450,275371,0,395821,0.36891,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915108&parcelNumber=111520000030000&typeID=1,,,
2000 PALOUSE RIVER SCENIC DR,COLFAX,11 - Residential - Single Family,3308,2008,,4.0 - Good,4.0 - Good,Conventional,3,3,,Concrete,2,31418,364445,0,395863,5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940174&parcelNumber=801004316014769&typeID=1,,,
DORIS CALDWELL,COLFAX,11 - Residential - Single Family,2092,2007,,3.5 - Average/Good,3.0 - Average,Conventional,3,3,,Concrete,,31050,364846,0,395896,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908039&parcelNumber=101010002290000&typeID=1,,,
506 EAST F STREET,ROSALIA,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,28750,367271,0,396021,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918946&parcelNumber=116150007040000&typeID=1,,,
3125 HIGHWAY 95 SOUTH,MOSCCOW,83 - Resource - Agriculture Current Use,2084,1898,,3.0 - Average,3.0 - Average,Conventional,6,1,,Concrete,,238140,158028,0,396168,151,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938386&parcelNumber=200004613083901&typeID=1,,,
PO BOX 806,TEKOA,83 - Resource - Agriculture Current Use,2636,1976,,3.0 - Average,3.0 - Average,Conventional,4,4,,Concrete,2,63720,332579,0,396299,28,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=939111&parcelNumber=200004620185790&typeID=1,,,
1801 SUNSHINE RD,PULLMAN,11 - Residential - Single Family,2797,1900,,3.5 - Average/Good,3.5 - Average/Good,Contemporary,5,2,,Concrete,2,76268,320048,0,396316,10,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935964&parcelNumber=200004514112490&typeID=1,,,
1530 NW HALL DR,PULLMAN,11 - Residential - Single Family,1334,1971,,3.0 - Average,3.0 - Average,Split Entry,4,2,,Concrete,1,72000,324460,0,396460,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913800&parcelNumber=109500009030000&typeID=1,,,
310 NW JOE STREET,PULLMAN,11 - Residential - Single Family,1186,1963,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,,Concrete,1,65625,330840,0,396465,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913755&parcelNumber=109450006060000&typeID=1,,,
825 SE MEADOW VALE DR,PULLMAN,11 - Residential - Single Family,1391,1971,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,104625,291872,0,396497,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915147&parcelNumber=111550000090000&typeID=1,,,
JOHN HINZ & SALUSTR URBIN,PULLMAN,11 - Residential - Single Family,2002,1979,,3.5 - Average/Good,3.0 - Average,Conventional,3,3,,Concrete,1,66000,330620,0,396620,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914184&parcelNumber=109850000370000&typeID=1,,,
1420 SW PANORAMA DR,PULLMAN,11 - Residential - Single Family,2170,2014,,3.0 - Average,3.5 - Average/Good,Contemporary,4,3,4,Concrete,3,80610,316121,0,396731,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942741&parcelNumber=114360001050000&typeID=1,,,
258 NW SUNRISE DR,PULLMAN,11 - Residential - Single Family,1444,1978,,3.0 - Average,4.0 - Good,&nbsp;,5,3,,&nbsp;,,59190,337589,0,396779,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917078&parcelNumber=113450000100000&typeID=1,,,
871 COUNTRY CLUB ROAD,PULLMAN,11 - Residential - Single Family,2125,1940,,3.0 - Average,3.0 - Average,&nbsp;,4,3,,Concrete Slab,,93750,303198,0,396948,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=945928&parcelNumber=111250000020007&typeID=1,,,
765 SE MEADOW VALE DR,PULLMAN,11 - Residential - Single Family,1434,1993,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,67508,329442,0,396950,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917837&parcelNumber=114600000020000&typeID=1,,,
815 SE MEADOW VALE DR,PULLMAN,11 - Residential - Single Family,1748,1971,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,107370,289622,0,396992,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915146&parcelNumber=111550000080000&typeID=1,,,
,,83 - Resource - Agriculture Current Use,2194,1906,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,2,281140,115870,0,397010,156,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936300&parcelNumber=200004515092000&typeID=1,,,
18122 157TH AVE NE,WOODINVILLE,13 - Residential - Multiunits,1792,1955,,3.0 - Average,3.0 - Average,&nbsp;,12,6,,&nbsp;,,54820,342194,0,397014,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916401&parcelNumber=112600003130000&typeID=1,,,
1535 SW CASEY COURT,PULLMAN,11 - Residential - Single Family,1551,2004,,4.5 - Good/Very Good,4.5 - Good/Very Good,Conventional,3,2,,Concrete,2,82433,314607,0,397040,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913191&parcelNumber=109040001120000&typeID=1,,,
200 SW SKYLINE DR,PULLMAN,51 - Trade - Wholesale Trade,None,None,None,None,None,None,None,None,None,None,None,126083,270960,0,397043,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912224&parcelNumber=108150057260001&typeID=1,,,
1207 SW BIG SKY CT,PULLMAN,11 - Residential - Single Family,3187,2013,,4.0 - Good,4.0 - Good,Contemporary,4,3,4,Concrete,3,75053,321991,0,397044,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942714&parcelNumber=108299900100002&typeID=1,,,
1013 LA TERRACE CIRCLE,SAN JOSE,11 - Residential - Single Family,2114,2018,,4.0 - Good,4.0 - Good,Conventional,3,3,,Concrete,2,96370,300680,0,397050,4.19,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943854&parcelNumber=200004515286913&typeID=1,,,
2330 NW RIDGELINE DR,PULLMAN,11 - Residential - Single Family,1726,2004,,4.5 - Good/Very Good,4.5 - Good/Very Good,Conventional,3,2.5,3,Concrete,2,54750,342857,0,397607,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915552&parcelNumber=111990003140000&typeID=1,,,
2001 VAN TINE ROAD,GARFIELD,83 - Resource - Agriculture Current Use,1328,1895,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,282600,115059,0,397659,157,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933882&parcelNumber=200004417272000&typeID=1,,,
1700 NW KENNY DRIVE,PULLMAN,11 - Residential - Single Family,1198,1967,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,,Concrete,,66000,331662,0,397662,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913848&parcelNumber=109550014010000&typeID=1,,,
1200 W FAIRVIEW,COLFAX,12 - Residential - 2-4 Units,1376,1919,,3.0 - Average,3.0 - Average,&nbsp;,4,2,,&nbsp;,,180720,217052,0,397772,6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930417&parcelNumber=200004316221904&typeID=1,,,
1462 WATERMAN RD,ROSALIA,83 - Resource - Agriculture Current Use,2212,1938,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,248960,148813,0,397773,155,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=934618&parcelNumber=200004420101900&typeID=1,,,
875 SW ITANI DR,PULLMAN,11 - Residential - Single Family,2014,2006,,4.0 - Good,5.0 - Very Good,Conventional,3,2.5,3,Concrete,2,71775,326305,0,398080,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918368&parcelNumber=115650001090000&typeID=1,,,
900 SE SPRING ST,PULLMAN,11 - Residential - Single Family,2337,1955,2002,3.0 - Average,3.0 - Average,Conventional,5,3,,Concrete,2,54000,344100,0,398100,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917040&parcelNumber=113400002170000&typeID=1,,,
2010 NW FRIEL ST,PULLMAN,11 - Residential - Single Family,1247,1978,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,47250,350900,0,398150,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914128&parcelNumber=109759933020000&typeID=1,,,
52 L D JOHNSON RD,ROSALIA,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,158900,239600,0,398500,126,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=931915&parcelNumber=200004320234900&typeID=1,,,
5251 CACHE CREEK RD,ROSALIA,83 - Resource - Agriculture Current Use,2144,1937,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,262720,135797,0,398517,163,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=931413&parcelNumber=200004319061000&typeID=1,,,
11251 ALMOTA RD,COLFAX,11 - Residential - Single Family,1717,1998,,3.0 - Average,3.0 - Average,Conventional,3,2,5,Concrete,2,49372,349183,0,398555,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918248&parcelNumber=115560000120000&typeID=1,,,
2552 WAWAWAI RD,COLTON,83 - Resource - Agriculture Current Use,1856,1891,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,278000,120695,0,398695,156,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935698&parcelNumber=200004513292000&typeID=1,,,
19802 SR 195,PULLMAN,83 - Resource - Agriculture Current Use,1739,1910,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,2,212370,186342,0,398712,116.3,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944623&parcelNumber=200004414131900&typeID=1,,,
1559 SW CAPRI CT,PULLMAN,11 - Residential - Single Family,1898,2000,,4.0 - Good,4.0 - Good,Conventional,5,3,5,Concrete,2,0,398759,0,398759,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941162&parcelNumber=814409901001559&typeID=1,,,
935 SE DERBY STREET,PULLMAN,11 - Residential - Single Family,1387,1976,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,83055,315902,0,398957,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915175&parcelNumber=111550000370000&typeID=1,,,
230 SW SANNA CT,PULLMAN,11 - Residential - Single Family,1252,2006,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,3,58485,340618,0,399103,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917599&parcelNumber=114260001160000&typeID=1,,,
315 SE BELLEVUE ST,PULLMAN,11 - Residential - Single Family,1624,1974,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,2,66938,332262,0,399200,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915986&parcelNumber=112259904070002&typeID=1,,,
625 NW DAWNVIEW STREET,PULLMAN,11 - Residential - Single Family,1356,1964,,3.5 - Average/Good,3.5 - Average/Good,Conventional,4,2,,Concrete,2,70200,329005,0,399205,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914743&parcelNumber=110800003110001&typeID=1,,,
1015 SE GLEN ECHO RD,PULLMAN,11 - Residential - Single Family,1698,1977,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,105425,294075,0,399500,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915193&parcelNumber=111600000070000&typeID=1,,,
1605 NW EMILY ST,PULLMAN,11 - Residential - Single Family,2500,2009,,4.0 - Good,4.0 - Good,Conventional,5,3,,Concrete,2,50100,349433,0,399533,0.15336,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915133&parcelNumber=111520000280000&typeID=1,,,
220 SE DERBY ST,PULLMAN,11 - Residential - Single Family,1644,1961,,3.5 - Average/Good,3.5 - Average/Good,Conventional,4,2,,Concrete,,72000,327568,0,399568,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914292&parcelNumber=110109903060000&typeID=1,,,
C/O DAN ST JOHN,CALDER,83 - Resource - Agriculture Current Use,1151,1993,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,,286320,113259,0,399579,155,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938036&parcelNumber=200004520342000&typeID=1,,,
840 SE GREENHILL ROAD,PULLMAN,11 - Residential - Single Family,2016,1977,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,79650,319950,0,399600,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915211&parcelNumber=111600000250000&typeID=1,,,
1735 NW BELLA VISTA DR,PULLMAN,11 - Residential - Single Family,1876,2002,,4.0 - Good,3.0 - Average,Conventional,3,2,,Concrete,2,51750,347855,0,399605,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915759&parcelNumber=112070003040000&typeID=1,,,
455 NW ORION DR,PULLMAN,11 - Residential - Single Family,1664,1967,,3.5 - Average/Good,3.0 - Average,Conventional,2,3,,Concrete,2,66000,333647,0,399647,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913792&parcelNumber=109500008080000&typeID=1,,,
CAROL RYDBOM TRUSTEE,PULLMAN,11 - Residential - Single Family,1855,2008,,4.0 - Good,5.0 - Very Good,Conventional,3,3.5,4,Concrete,2,72434,327284,0,399718,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918390&parcelNumber=115660000130000&typeID=1,,,
PO BOX 1097,DEER PARK,53 - Trade - General Meechandise,1212,1963,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,84500,315251,0,399751,0.19398,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944267&parcelNumber=108150013040002&typeID=1,,,
PO BOX 163,COLFAX,11 - Residential - Single Family,2000,1987,,4.0 - Good,4.0 - Good,Conventional,3,3,,Concrete,,39100,360706,0,399806,5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943855&parcelNumber=200004416173390&typeID=1,,,
PO BOX 70,COLTON,11 - Residential - Single Family,2683,2006,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,23000,376919,0,399919,1.997,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920432&parcelNumber=118300015120000&typeID=1,,,
305 SE BELLEVUE STREET,PULLMAN,11 - Residential - Single Family,1448,1979,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,57375,342625,0,400000,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915976&parcelNumber=112209904080000&typeID=1,,,
2010 NW YATES ST,PULLMAN,11 - Residential - Single Family,1660,1974,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,66000,334046,0,400046,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913987&parcelNumber=109550028010000&typeID=1,,,
1835 NW TURNER DRIVE,PULLMAN,11 - Residential - Single Family,1102,1969,,3.5 - Average/Good,3.5 - Average/Good,Split Entry,3,2.5,,Concrete,1,66000,334062,0,400062,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913912&parcelNumber=109550020080000&typeID=1,,,
ALISON BECK,SPOKANE,83 - Resource - Agriculture Current Use,3901,1938,,3.0 - Average,3.0 - Average,Contemporary,4,2,,Concrete,,120720,279415,0,400135,63,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=937683&parcelNumber=200004519182900&typeID=1,,,
425 SE DEXTER STREET,PULLMAN,11 - Residential - Single Family,1392,1955,,3.0 - Average,3.0 - Average,&nbsp;,4,2,,&nbsp;,,63105,337066,0,400171,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914401&parcelNumber=110259906050000&typeID=1,,,
529 NW SUNSET DR,PULLMAN,11 - Residential - Single Family,1518,1946,,3.5 - Average/Good,3.0 - Average,Conventional,3,1,,Concrete,,80325,320028,0,400353,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917213&parcelNumber=113500000380000&typeID=1,,,
232 NW TIMOTHY STREET,PULLMAN,11 - Residential - Single Family,1161,1964,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,1,67500,332936,0,400436,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913735&parcelNumber=109450005050000&typeID=1,,,
3301 CAROTHERS ROAD,PULLMAN,11 - Residential - Single Family,2454,1995,,3.0 - Average,3.0 - Average,Conventional,2,3,,Concrete,3,39698,360748,0,400446,9,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=932418&parcelNumber=200004414032390&typeID=1,,,
815 SW LORI COURT,PULLMAN,11 - Residential - Single Family,1896,1989,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,48120,352380,0,400500,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913055&parcelNumber=108970000120000&typeID=1,,,
601 WAWAWAI RD,COLTON,83 - Resource - Agriculture Current Use,2525,2007,,4.0 - Good,4.0 - Good,Conventional,3,2.5,,Concrete,2,68720,331800,0,400520,28,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935691&parcelNumber=200004513284891&typeID=1,,,
1802 SAND ROAD,PULLMAN,83 - Resource - Agriculture Current Use,2007,1996,,3.0 - Average,3.0 - Average,Conventional,5,3,,Concrete,3,48200,352407,0,400607,39,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=936018&parcelNumber=200004514143300&typeID=1,,,
632 S HUMPHREY AVE,OAK PARK,12 - Residential - 2-4 Units,None,None,None,None,None,None,None,None,None,None,None,25155,375501,0,400656,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916426&parcelNumber=112600006060002&typeID=1,,,
1750 SW CASEY CT,PULLMAN,11 - Residential - Single Family,2229,2008,,4.5 - Good/Very Good,4.5 - Good/Very Good,&nbsp;,3,2.5,,Concrete,2,109905,290756,0,400661,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912363&parcelNumber=108220001050000&typeID=1,,,
1165 S GRAND AVE #86,PULLMAN,12 - Residential - 2-4 Units,810,1940,,3.0 - Average,3.0 - Average,&nbsp;,3,2,,&nbsp;,,51180,349491,0,400671,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914949&parcelNumber=111250000100007&typeID=1,,,
1555 SW CAPRI COURT,PULLMAN,11 - Residential - Single Family,1750,2000,,4.0 - Good,4.0 - Good,Conventional,5,3,,Concrete,2,0,400760,0,400760,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941161&parcelNumber=814409901001555&typeID=1,,,
355 NW JANET,PULLMAN,11 - Residential - Single Family,1180,1964,,3.5 - Average/Good,3.0 - Average,Conventional,3,3,,Concrete,1,63750,337094,0,400844,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913765&parcelNumber=109450007050000&typeID=1,,,
1820 HALL DRIVE,PULLMAN,11 - Residential - Single Family,1509,1984,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,,Concrete,1,57375,343492,0,400867,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913998&parcelNumber=109609930040000&typeID=1,,,
400 NW DENNY CIRCLE,PULLMAN,11 - Residential - Single Family,1528,1965,,3.0 - Average,3.0 - Average,Conventional,6,2,,Concrete,1,80775,320334,0,401109,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913795&parcelNumber=109500008110001&typeID=1,,,
,,83 - Resource - Agriculture Current Use,2160,1900,,3.0 - Average,3.0 - Average,Conventional,5,1,,Concrete,,242280,158949,0,401229,158,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935015&parcelNumber=200004512024000&typeID=1,,,
4501 TRESTLE CREEK RD,THORNTON,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,26956,374325,0,401281,7.5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=934444&parcelNumber=200004419194490&typeID=1,,,
595 SW UMATILLA COURT,PULLMAN,11 - Residential - Single Family,1780,2021,,5.0 - Very Good,3.0 - Average,Conventional,3,2,,Concrete,2,79900,321450,0,401350,0.21791,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944302&parcelNumber=112210001040000&typeID=1,,,
337 E MILL ST,LATAH,83 - Resource - Agriculture Current Use,2275,1909,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,133720,267668,0,401388,78,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=934725&parcelNumber=200004420231790&typeID=1,,,
po box 393,PALOUSE,11 - Residential - Single Family,1856,2022,,6.0 - Excellent,6.0 - Excellent,Conventional,,,,Concrete,3,46000,355433,0,401433,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911076&parcelNumber=107250007040000&typeID=1,,,
803 ACKERMAN LANE,COLFAX,11 - Residential - Single Family,1204,2023,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,51750,349808,0,401558,0.1185,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943578&parcelNumber=101460000010000&typeID=1,,,
1605 NW CANYONVIEW DR,PULLMAN,11 - Residential - Single Family,2260,2003,,4.0 - Good,3.0 - Average,Conventional,4,2,,Concrete,1,77048,324545,0,401593,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915889&parcelNumber=112130002070000&typeID=1,,,
1415 SW LOST TRAIL DRIVE,PULLMAN,11 - Residential - Single Family,2232,2009,,3.0 - Average,3.5 - Average/Good,Conventional,4,2.5,3,Concrete,2,50993,350698,0,401691,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917762&parcelNumber=114320002020000&typeID=1,,,
1007 SE GLEN ECHO RD,PULLMAN,11 - Residential - Single Family,2665,1981,,3.0 - Average,3.0 - Average,Conventional,4,3,,Concrete,2,95813,305937,0,401750,0.2932,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=915192&parcelNumber=111600000060000&typeID=1,,,
1605 SW CASEY CT,PULLMAN,11 - Residential - Single Family,1601,2004,,4.5 - Good/Very Good,4.5 - Good/Very Good,Conventional,3,2,,Concrete,2,78345,323463,0,401808,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=913193&parcelNumber=109040001140000&typeID=1,,,
